<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1680个<span style=color:orange>元宝</span>(i1),剩194670数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了24卷<span style=color:red>【10倍经验卷】</span>(i119),剩24数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩23数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩22数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩21数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩20数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩19数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩18数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩17数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1卷<span style=color:red>【10倍经验卷】</span>(i119),剩16数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩20数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩19数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩18数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩17数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩16数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩15数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩14数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩13数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩12数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩11数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩10数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩9数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩8数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩7数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩6数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩5数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩4数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩3数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩2数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩1数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:blue>20W 经验卷</span>(i207),剩0数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩29数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩28数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩27数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩26数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩25数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩24数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩23数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩22数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩21数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩20数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩19数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩18数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩17数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩16数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩15数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩14数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩13数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩12数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩11数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩10数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩9数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩8数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩7数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩6数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩5数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩4数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩3数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩2数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩1数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1个<span style=color:orange>50W 经验卷</span>(i208),剩0数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩79数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩80数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩79数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩78数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩79数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩78数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩77数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩78数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩77数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩76数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩77数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩76数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩75数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩76数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩75数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩74数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩75数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩74数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩73数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩74数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩73数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩72数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩73数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩72数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩71数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩72数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩71数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩70数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩71数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩70数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩69数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩70数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩69数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩68数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩69数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩68数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩67数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩68数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩67数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩66数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩67数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩66数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩65数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩66数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩65数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩64数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩65数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩64数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩63数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩64数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩63数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩62数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩63数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩62数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩61数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩62数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩61数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩60数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩61数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩60数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩59数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}获得了1瓶【圣灵丹】(i301),剩60数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩59数量
<span style=color:purple>李</span>(id:2038474)在事件{add_item}失去了1瓶【圣灵丹】(i301),剩58数量
